Codice Chiesa;Codice Pavimenti;Quadrante;Data;Quota;Cappela;Primario Stile;# Passi alla Cappella;Altare 1;# Passi alla Altare 1;Quota di Altare 1;Altare 2;# Passi alla Altare 2;Quota di Altare 2;Nota;Entrata?;Contenere Banco?;Contenere Reperti?;Numero di Reperti;MAPINFO_ID
VIGN;VIGN_C;C;25/06/2003;1,54;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;565
VIGN;VIGN_D;D;25/06/2003;1,48;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;566
VIGN;VIGN_E;E;25/06/2003;1,45;FALSO;;0,00;VERO;2;0,00;VERO;2;0,00;;FALSO;FALSO;FALSO;;567
VIGN;VIGN_F;F;25/06/2003;1,43;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;568
VIGN;VIGN_G;G;25/06/2003;1,76;VERO;Smaller Red and White Checkered;2,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;569
VIGN;VIGN_H;H;25/06/2003;1,75;VERO;Smaller Red and White Checkered;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;570
VIGN;VIGN_I;I;25/06/2003;1,76;VERO;Smaller Red and White Checkered;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;571
VIGN;VIGN_J;J;25/06/2003;1,77;VERO;Smaller Red and White Checkered;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;572
VIGN;VIGN_K;K;25/06/2003;1,71;VERO;Smaller Red and White Checkered;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;573
VIGN;VIGN_L;L;25/06/2003;1,39;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;574
VIGN;VIGN_M;M;25/06/2003;1,80;VERO;Hexagon with grey white and black;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;575
VIGN;VIGN_N;N;25/06/2003;1,75;VERO;;3,00;VERO;6;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;576
VIGN;VIGN_O;O;25/06/2003;1,78;VERO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;577
VIGN;VIGN_P;P;25/06/2003;1,30;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;578
VIGN;VIGN_Q;Q;25/06/2003;1,74;VERO;Hexagon with red white and black;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;579
VIGN;VIGN_R;R;25/06/2003;1,82;VERO;Smaller Red and White Checkered;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;580
VIGN;VIGN_S;S;25/06/2003;1,86;VERO;;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;581
VIGN;VIGN_T;T;25/06/2003;1,87;VERO;hexagon red white black;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;582
VIGN;VIGN_U;U;25/06/2003;1,79;VERO;Smaller Red and White Checkered;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;583
VISI;VISI_A;A;08/07/2002;1,42;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;584
VISI;VISI_B;B;08/07/2002;1,42;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;585
VISI;VISI_C;C;08/07/2002;1,42;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;586
VISI;VISI_D;D;08/07/2002;1,42;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;587
VISI;VISI_E;E;08/07/2002;1,42;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;588
ZACC;ZACC_A;A;17/06/2003;1,62;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;589
ZACC;ZACC_B;B;27/06/2003;1,67;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;590
ZACC;ZACC_C;C;17/06/2003;1,67;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;591
ZACC;ZACC_D;D;17/06/2003;1,61;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;592
ZACC;ZACC_E;E;17/06/2003;1,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;593
ZACC;ZACC_F;F;17/06/2003;1,79;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;594
ZACC;ZACC_G;G;27/06/2003;1,51;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;595
ZACC;ZACC_H;H;17/06/2003;1,56;FALSO;;0,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;596
ZACC;ZACC_I;I;17/06/2003;1,59;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;597
ZACC;ZACC_J;J;17/06/2003;2,09;VERO;Standard Red and White Checkered;2,00;VERO;0;0,00;VERO;0;0,00;;FALSO;FALSO;FALSO;;598
ZACC;ZACC_K;K;17/06/2003;1,69;VERO;Standard Red and White Checkered;2,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;599
ZACC;ZACC_L;L;17/06/2003;2,61;VERO;Standard Red and White Checkered;0,00;VERO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;600
ZACC;ZACC_M;M;17/06/2003;1,75;VERO;Red checkered squares with Mosaic;0,00;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;601
ZACC;ZACC_N;N;17/06/2003;1,83;VERO;different style floor, 12th century floor;2,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;602
ZACC;ZACC_O;O;17/06/2003;1,77;VERO;;1,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;603
ZAND;ZAND_A;A;24/06/2004;1,66;FALSO;;0,00;VERO;2;1,89;FALSO;0;0,00;contains small alter;VERO;VERO;FALSO;;625
ZAND;ZAND_B;B;24/06/2004;1,66;FALSO;;0,00;VERO;2;1,93;FALSO;0;0,00;contains small alter;VERO;VERO;FALSO;;626
ZAND;ZAND_C;C;24/06/2004;1,66;FALSO;;0,00;VERO;2;2,00;FALSO;0;0,00;contains small alter, small brown stains;FALSO;VERO;FALSO;;627
ZAND;ZAND_D;D;24/06/2004;1,64;FALSO;;0,00;VERO;2;1,98;FALSO;0;0,00;contains small alter;FALSO;VERO;FALSO;;628
ZAND;ZAND_E;E;24/06/2004;1,78;VERO;;1,00;VERO;1;1,91;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;629
ZAND;ZAND_F;F;24/06/2004;1,96;VERO;;2,00;VERO;3;2,31;FALSO;0;0,00;contains main alter;FALSO;FALSO;VERO;;630
ZAND;ZAND_G;G;24/06/2004;1,76;VERO;;1,00;VERO;1;1,86;FALSO;0;0,00;contains small alter;FALSO;FALSO;FALSO;;631
ZULI;ZULI_A;A;01/07/2004;1,59;FALSO;;0,00;VERO;3;2,08;FALSO;0;0,00;;FALSO;FALSO;VERO;;1320
ZULI;ZULI_B;B;01/07/2004;1,60;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;VERO;;1321
ZULI;ZULI_C;C;01/07/2004;1,58;FALSO;;0,00;VERO;0;2,01;FALSO;0;0,00;contains small side alter;FALSO;FALSO;VERO;;1322
ZULI;ZULI_D;D;01/07/2004;1,58;FALSO;;0,00;VERO;3;2,08;FALSO;0;0,00;contains small side alter;FALSO;FALSO;VERO;;1323
ZULI;ZULI_E;E;01/07/2004;1,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1324
ZULI;ZULI_F;F;01/07/2004;1,53;FALSO;;0,00;VERO;3;1,97;FALSO;0;0,00;contains small side alter;FALSO;FALSO;VERO;;1325
ZULI;ZULI_G;G;01/07/2004;2,15;VERO;;3,00;VERO;1;2,30;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1326
ZULI;ZULI_H;H;01/07/2004;2,18;VERO;;3,00;VERO;4;2,82;FALSO;0;0,00;main alter;FALSO;FALSO;VERO;;1327
ZULI;ZULI_I;I;01/07/2004;2,16;VERO;;3,00;VERO;3;2,33;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1328
