Codice Chiesa;Codice Pavimenti;Quadrante;Data;Quota;Cappela;Primario Stile;# Passi alla Cappella;Altare 1;# Passi alla Altare 1;Quota di Altare 1;Altare 2;# Passi alla Altare 2;Quota di Altare 2;Nota;Entrata?;Contenere Banco?;Contenere Reperti?;Numero di Reperti;MAPINFO_ID
ISEP;ISEP_F;F;12/07/2003;2,72;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;272
ISEP;ISEP_G;G;12/07/2003;2,69;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;273
ISEP;ISEP_H;H;12/07/2003;2,64;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;274
ISEP;ISEP_I;I;12/07/2003;2,68;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;275
ISEP;ISEP_J;J;12/07/2003;2,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;276
ISEP;ISEP_K;K;12/07/2003;2,55;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;277
ISEP;ISEP_L;L;12/07/2003;2,64;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;278
ISEP;ISEP_M;M;12/07/2003;3,02;VERO;Smaller Red and White Checkered;2,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;279
ISEP;ISEP_N;N;12/07/2003;3,05;VERO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;280
ISEP;ISEP_O;O;12/07/2003;2,90;VERO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;281
LAZZ;LAZZ_A;A;21/07/2003;1,16;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;324
LAZZ;LAZZ_B;B;21/07/2003;1,19;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;325
LAZZ;LAZZ_C;C;21/07/2003;1,17;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;326
LAZZ;LAZZ_D;D;21/07/2003;1,10;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;327
LAZZ;LAZZ_E;E;21/07/2003;1,15;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;328
LAZZ;LAZZ_F;F;21/07/2003;1,06;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;329
LAZZ;LAZZ_G;G;21/07/2003;0,99;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;330
LAZZ;LAZZ_H;H;21/07/2003;1,39;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;331
LAZZ;LAZZ_I;I;21/07/2003;1,40;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;332
LAZZ;LAZZ_J;J;21/07/2003;1,43;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;333
LUCA;LUCA_A;A;01/07/2004;1,88;FALSO;;0,00;VERO;3;2,35;FALSO;0;0,00;contains small alter;VERO;VERO;FALSO;;1313
LUCA;LUCA_B;B;01/07/2004;1,91;FALSO;;0,00;VERO;3;2,39;FALSO;0;0,00;contains small alter;VERO;VERO;FALSO;;1314
LUCA;LUCA_C;C;01/07/2004;1,99;FALSO;;0,00;VERO;3;2,51;FALSO;0;0,00;contains small alter;FALSO;VERO;FALSO;;1315
LUCA;LUCA_D;D;01/07/2004;1,88;FALSO;;0,00;VERO;3;2,38;FALSO;0;0,00;contains small alter;FALSO;VERO;FALSO;;1316
LUCA;LUCA_E;D;01/07/2004;2,50;VERO;;3,00;VERO;2;2,85;FALSO;0;0,00;side chapel, contains large grate covering 50 percent of surface;FALSO;FALSO;FALSO;;1317
LUCA;LUCA_F;F;01/07/2004;2,53;VERO;;3,00;VERO;3;2758,00;FALSO;0;0,00;main alter;FALSO;FALSO;FALSO;;1318
LUCA;LUCA_G;G;01/07/2004;2,36;VERO;;3,00;VERO;2;2,65;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;1319
MART;MART_A;A;08/07/2003;1,45;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;296
MART;MART_B;B;08/07/2003;1,47;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;297
MART;MART_C;C;08/07/2003;1,42;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;298
MART;MART_D;D;08/07/2003;1,41;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;299
MART;MART_E;E;08/07/2003;1,45;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;300
MART;MART_F;F;08/07/2003;1,39;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;301
MART;MART_G;G;08/07/2003;1,40;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;302
MART;MART_H;H;08/07/2003;1,40;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;303
MART;MART_I;I;08/07/2003;1,39;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;304
MART;MART_J;J;08/07/2003;1,83;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;305
MART;MART_K;K;08/07/2003;1,83;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;306
MART;MART_L;L;08/07/2003;1,80;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;307
MART;MART_M;M;08/07/2003;1,79;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;308
MART;MART_N;N;08/07/2003;1,80;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;309
MART;MART_O;O;08/07/2003;1,79;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;310
MART;MART_P;P;08/07/2003;1,78;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;311
MART;MART_Q;Q;08/07/2003;1,79;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;312
MART;MART_R;R;08/07/2003;1,79;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;313
MARZ;MARZ_A;A;04/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;Deformation;FALSO;FALSO;FALSO;;314
MARZ;MARZ_B;B;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;315
MARZ;MARZ_C;C;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;316
MARZ;MARZ_D;D;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;Deformation;FALSO;FALSO;FALSO;;317
MARZ;MARZ_E;E;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;318
MARZ;MARZ_F;F;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;319
MARZ;MARZ_G;G;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;320
MARZ;MARZ_H;H;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;321
MARZ;MARZ_I;I;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;322
MARZ;MARZ_J;J;03/07/2002;1,58;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;323
MATE;MATE_A;A;07/07/2004;1,57;FALSO;;0,00;VERO;1;1,75;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;1366
MATE;MATE_B;B;07/07/2004;1,34;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;1367
MATE;MATE_C;C;07/07/2004;1,68;FALSO;;0,00;VERO;1;1,85;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;1368
MATE;MATE_D;D;07/07/2004;1,56;FALSO;;0,00;VERO;1;1,74;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;1369
MATE;MATE_E;E;07/07/2004;1,30;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1370
MATE;MATE_F;F;07/07/2004;1,69;FALSO;;0,00;VERO;1;1,84;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;1371
MATE;MATE_G;G;07/07/2004;1,31;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1372
MATE;MATE_H;H;07/07/2004;1,31;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1373
MATE;MATE_I;I;07/07/2004;1,32;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1374
MATE;MATE_J;J;07/07/2004;1,68;VERO;Standard Red and White Checkered;2,00;VERO;1;1,85;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1375
MATE;MATE_K;K;07/07/2004;1,68;VERO;Complex square pattern with red, white, and black;2,00;VERO;3;2,11;FALSO;0;0,00;main alter;FALSO;FALSO;VERO;;1376
MATE;MATE_L;L;07/07/2004;1,68;VERO;;2,00;VERO;1;1,86;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1377
MAUR;MAUR_A;A;24/06/2005;1,35;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1499
MAUR;MAUR_B;B;24/06/2005;1,36;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;FALSO;;1500
MAUR;MAUR_C;C;24/06/2005;1,43;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1501
MAUR;MAUR_D;D;24/06/2005;1,40;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1502
MAUR;MAUR_E;E;24/06/2005;1,42;FALSO;Complicated circle pattern;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1503
MAUR;MAUR_F;F;24/06/2005;1,45;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1504
MAUR;MAUR_G;G;24/06/2005;1,43;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1505
MAUR;MAUR_H;H;24/06/2005;1,45;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1506
MAUR;MAUR_I;I;24/06/2005;1,48;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1507
MAUR;MAUR_J;J;24/06/2005;1,92;FALSO;Complex square pattern with red, white, and black;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1508
MEND;MEND_A;A;16/07/2004;1,13;FALSO;;0,00;VERO;2;1,48;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1465
MEND;MEND_B;B;16/07/2004;1,14;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;;1466
MEND;MEND_C;C;16/07/2004;1,15;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1467
MEND;MEND_D;D;16/07/2004;1,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1468
MEND;MEND_E;E;16/07/2004;1,14;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1469
MEND;MEND_F;F;16/07/2004;1,15;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1470
MEND;MEND_G;G;16/07/2004;1,09;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;1471
MEND;MEND_H;H;16/07/2004;1,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1472
MEND;MEND_I;I;16/07/2004;1,14;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1473
MEND;MEND_J;J;16/07/2004;1,44;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1474
MEND;MEND_K;K;16/07/2004;1,46;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;20 percent covered by platform;FALSO;VERO;VERO;;1454
MEND;MEND_L;L;16/07/2004;1,45;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1455
MEND;MEND_M;M;16/07/2004;1,59;VERO;Smaller Red and White Checkered;1,00;VERO;2;1,89;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1456
MEND;MEND_N;N;16/07/2004;1,70;VERO;Standard Red and White Checkered;2,00;VERO;4;2,37;FALSO;0;0,00;main alter;FALSO;FALSO;VERO;;1457
MEND;MEND_O;O;16/07/2004;1,60;VERO;Smaller Red and White Checkered;1,00;VERO;2;1,89;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1458
MEND;MEND_P;P;16/07/2004;1,30;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;side room;FALSO;FALSO;FALSO;;1459
MEND;MEND_Q;Q;16/07/2004;1,48;VERO;Diamond Shape with red white and black;2,00;VERO;3;1,85;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1460
MEND;MEND_R;R;16/07/2004;1,33;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;side room;FALSO;FALSO;FALSO;;1461
MEND;MEND_S;S;16/07/2004;1,30;VERO;Standard Red and White Checkered;1,00;VERO;2;1,66;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;1462
MEND;MEND_T;T;16/07/2004;1,53;VERO;White, Black and Red Square Design;2,00;VERO;2;1,79;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1463
MEND;MEND_U;U;16/07/2004;1,49;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;side room;FALSO;FALSO;VERO;;1464
MENI;MENI_A;A;17/06/2004;1,33;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;FALSO;;334
MENI;MENI_B;B;17/06/2004;1,33;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;VERO;;335
MENI;MENI_C;C;17/06/2004;1,34;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;;336
MENI;MENI_D;D;17/06/2004;1,34;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;337
MENI;MENI_E;E;17/06/2004;1,80;VERO;;4,00;VERO;4;1,94;FALSO;0;0,00;;FALSO;FALSO;FALSO;;338
MENI;MENI_F;F;17/06/2004;1,68;FALSO;;0,00;VERO;2;1,94;FALSO;0;0,00;;FALSO;FALSO;FALSO;;339
MENI;MENI_G;G;17/06/2004;1,66;FALSO;;0,00;VERO;2;1,96;FALSO;0;0,00;;FALSO;FALSO;FALSO;;340
MICH;MICH_A;A;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1551
MICH;MICH_B;B;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1552
MICH;MICH_C;C;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1553
MICH;MICH_D;D;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1554
MICH;MICH_E;E;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1555
MICH;MICH_F;F;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1556
MICH;MICH_G;G;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1557
MICH;MICH_H;H;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1558
MICH;MICH_I;I;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1559
MICH;MICH_J;J;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1560
MICH;MICH_K;K;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1561
MICH;MICH_L;L;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1562
MICH;MICH_M;M;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1563
MICH;MICH_N;N;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1564
MICH;MICH_O;O;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1565
MICH;MICH_P;P;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1566
MICH;MICH_Q;Q;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1567
MICH;MICH_R;R;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1568
MICH;MICH_S;S;05/07/2005;0,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1569
MIRA;MIRA_A;A;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;341
MIRA;MIRA_B;B;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;342
MIRA;MIRA_C;C;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;343
MIRA;MIRA_D;D;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;344
MIRA;MIRA_E;E;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;345
MIRA;MIRA_F;F;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;346
MIRA;MIRA_G;G;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;347
MIRA;MIRA_H;H;27/06/2002;1,66;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;348
MOIS;MOIS_A;A;13/07/2004;1,20;FALSO;;0,00;VERO;3;1,67;FALSO;0;0,00;contains small alter;VERO;VERO;VERO;;1415
MOIS;MOIS_B;B;13/07/2004;1,19;FALSO;;0,00;VERO;3;1,68;FALSO;0;0,00;contains small alter;VERO;VERO;VERO;;1416
MOIS;MOIS_C;C;13/07/2004;1,18;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1417
MOIS;MOIS_D;D;13/07/2004;1,25;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;contains baptisery;FALSO;VERO;VERO;;1418
MOIS;MOIS_E;E;13/07/2004;1,24;FALSO;;0,00;VERO;3;1,63;FALSO;0;0,00;contains small alter;FALSO;VERO;VERO;;1419
MOIS;MOIS_F;F;13/07/2004;1,25;FALSO;;0,00;VERO;3;1,75;FALSO;0;0,00;contains small alter;FALSO;VERO;VERO;;1420
MOIS;MOIS_G;G;13/07/2004;1,76;VERO;Smaller Red and White Checkered;3,00;VERO;3;2,21;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;1421
MOIS;MOIS_H;H;13/07/2004;1,77;VERO;White, Black and Red Square Design;3,00;VERO;3;2,24;FALSO;0;0,00;main alter;FALSO;FALSO;VERO;;1422
MOIS;MOIS_I;I;13/07/2004;1,77;VERO;Smaller Red and White Checkered;3,00;VERO;3;2,26;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;1423
NOME;NOME_A;A;24/06/2004;2,38;FALSO;;0,00;VERO;1;2,55;FALSO;0;0,00;75 percent covered by carpet and wooden platform for pews;VERO;VERO;FALSO;;1252
NOME;NOME_B;B;24/06/2004;2,37;FALSO;;0,00;VERO;1;2,54;FALSO;0;0,00;75 percent covered by carpet and wooden platform for pews;VERO;VERO;FALSO;;1253
NOME;NOME_C;C;24/06/2004;2,38;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;80 percent covered by carpet and wooden platform for pews;FALSO;VERO;FALSO;;1254
NOME;NOME_D;D;24/06/2004;2,37;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;80 percent covered by carpet and wooden platform for pews;FALSO;VERO;FALSO;;1255
NOME;NOME_E;E;24/06/2004;2,50;VERO;;1,00;VERO;3;3,02;FALSO;0;0,00;75 percent covered by carpet;FALSO;FALSO;FALSO;;1256
OGNI;OGNI_A;A;16/06/2004;1,50;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;362
OGNI;OGNI_B;B;16/06/2004;1,38;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;363
OGNI;OGNI_C;C;16/06/2004;1,53;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;364
OGNI;OGNI_D;D;16/06/2004;1,59;FALSO;;0,00;VERO;2;1,90;FALSO;0;0,00;;FALSO;VERO;VERO;;365
OGNI;OGNI_E;E;16/06/2004;1,50;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;366
OGNI;OGNI_F;F;16/06/2004;1,67;FALSO;;0,00;VERO;2;1,98;FALSO;0;0,00;;VERO;VERO;VERO;;367
OGNI;OGNI_G;G;16/06/2004;1,59;FALSO;;0,00;VERO;2;1,90;FALSO;0;0,00;;FALSO;VERO;VERO;;368
OGNI;OGNI_H;H;16/06/2004;1,56;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;369
OGNI;OGNI_I;I;16/06/2004;1,67;FALSO;;0,00;VERO;3;2,14;FALSO;0;0,00;;FALSO;VERO;VERO;;370
OGNI;OGNI_J;J;16/06/2004;1,56;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;371
OGNI;OGNI_K;K;16/06/2004;1,67;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;372
OGNI;OGNI_L;L;16/06/2004;2,02;VERO;;3,00;VERO;2;2,33;FALSO;0;0,00;;FALSO;FALSO;VERO;;373
OGNI;OGNI_M;M;16/06/2004;2,12;VERO;;3,00;VERO;4;2,74;FALSO;0;0,00;;FALSO;FALSO;FALSO;;374
OGNI;OGNI_N;N;16/06/2004;2,14;VERO;;3,00;VERO;2;2,45;FALSO;0;0,00;;FALSO;FALSO;VERO;;375
ORIO;ORIO_A;A;24/06/2004;0,94;FALSO;;0,00;VERO;2;1,26;FALSO;0;0,00;contains side chapel;FALSO;FALSO;VERO;;632
ORIO;ORIO_B;B;24/06/2004;0,93;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;FALSO;;633
ORIO;ORIO_C;C;24/06/2004;0,94;FALSO;;0,00;VERO;2;1,22;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;634
ORIO;ORIO_D;D;24/06/2004;0,94;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;635
ORIO;ORIO_E;E;24/06/2004;0,98;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;;636
ORIO;ORIO_F;F;24/06/2004;1,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;637
ORIO;ORIO_G;G;24/06/2004;1,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;portion covered by bureaus;FALSO;FALSO;FALSO;;638
ORIO;ORIO_H;H;24/06/2004;1,13;VERO;;1,00;VERO;3;1,61;FALSO;0;0,00;large side chapel;FALSO;FALSO;VERO;;639
ORIO;ORIO_I;I;24/06/2004;1,02;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;640
ORIO;ORIO_J;J;24/06/2004;1,06;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;641
ORIO;ORIO_K;K;24/06/2004;1,07;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;642
ORIO;ORIO_L;L;24/06/2004;1,05;FALSO;;0,00;VERO;3;1,54;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;643
ORIO;ORIO_M;M;24/06/2004;1,58;VERO;;3,00;VERO;2;1,86;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;644
ORIO;ORIO_N;N;24/06/2004;1,51;VERO;;3,00;VERO;3;1,99;FALSO;0;0,00;main alter;FALSO;FALSO;FALSO;;645
ORIO;ORIO_O;O;24/06/2004;1,46;VERO;;2,00;VERO;4;2,10;FALSO;0;0,00;"side chapel;  first step covered with wooden plank, steps very deteriorated";FALSO;FALSO;FALSO;;646
ORIO;ORIO_P;P;24/06/2004;1,26;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;small darkened side room;FALSO;FALSO;VERO;;647
ORIO;ORIO_Q;Q;24/06/2004;1,06;VERO;;1,00;VERO;1;1,16;FALSO;0;0,00;small side chapel;FALSO;FALSO;FALSO;;648
ORTO;ORTO_A;A;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;376
ORTO;ORTO_B;B;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;377
ORTO;ORTO_C;C;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;378
